organization	experiment	study	study_title	sci_name	accession	pub_date
jiangsu academy of agricultural sciences	SRX6829422	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097477	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829421	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097478	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829420	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097479	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829419	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097480	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829418	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097481	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829417	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097482	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829414	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097485	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6829413	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10097486	2020-08-12 12:14:20
jiangsu academy of agricultural sciences	SRX6824665	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10092013	2020-08-12 12:14:20
Centro Nacional de Análisis Genómico	ERX3453838	ERP115744	Transposons played a major role in the diversification between the closely related almond (Prunus dulcis) and peach (P. persica) genomes: Results from the almond genome sequence.	Prunus dulcis	ERR3430399	2019-09-11 03:52:19
Centro Nacional de Análisis Genómico	ERX3453837	ERP115744	Transposons played a major role in the diversification between the closely related almond (Prunus dulcis) and peach (P. persica) genomes: Results from the almond genome sequence.	Prunus dulcis	ERR3430398	2019-09-11 03:52:19
Centro Nacional de Análisis Genómico	ERX3453836	ERP115744	Transposons played a major role in the diversification between the closely related almond (Prunus dulcis) and peach (P. persica) genomes: Results from the almond genome sequence.	Prunus dulcis	ERR3430397	2019-09-11 03:52:19
BioCI	SRX6824900	SRP221211	Metasequoia glyptostroboides Genome sequencing	Metasequoia glyptostroboides	SRR10092257	2019-09-10 12:52:32
BioCI	SRX6824899	SRP221211	Metasequoia glyptostroboides Genome sequencing	Metasequoia glyptostroboides	SRR10092258	2019-09-10 22:34:41
BioCI	SRX6824898	SRP221211	Metasequoia glyptostroboides Genome sequencing	Metasequoia glyptostroboides	SRR10092259	2019-09-10 21:30:11
BioCI	SRX6824897	SRP221211	Metasequoia glyptostroboides Genome sequencing	Metasequoia glyptostroboides	SRR10092260	2019-09-10 10:44:13
BioCI	SRX6824896	SRP221211	Metasequoia glyptostroboides Genome sequencing	Metasequoia glyptostroboides	SRR10092261	2019-09-10 11:17:20
jiangsu academy of agricultural sciences	SRX6824664	SRP221196	Acer truncatum Genome sequencing and assembly	Acer truncatum	SRR10092014	2020-08-12 12:14:20
BioCI	SRX6824654	SRP221192	Wollemia nobilis Genome sequencing	Wollemia nobilis	SRR10092002	2019-09-10 07:49:12
BioCI	SRX6824653	SRP221192	Wollemia nobilis Genome sequencing	Wollemia nobilis	SRR10092003	2019-09-10 22:34:41
Pacific Biosciences	SRX6809635	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076106	2019-09-06 00:46:52
Pacific Biosciences	SRX6809634	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076103	2019-09-06 00:46:52
Pacific Biosciences	SRX6809633	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076104	2019-09-06 00:46:52
Pacific Biosciences	SRX6809632	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076105	2019-09-06 00:46:52
Pacific Biosciences	SRX6809631	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076107	2019-09-06 00:46:52
Pacific Biosciences	SRX6809630	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076108	2019-09-06 00:46:52
Pacific Biosciences	SRX6809629	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076109	2019-09-06 00:46:52
Pacific Biosciences	SRX6809628	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076110	2019-09-06 00:46:52
Pacific Biosciences	SRX6809627	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076111	2019-09-06 00:46:52
Pacific Biosciences	SRX6809624	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076114	2019-09-06 00:46:52
Pacific Biosciences	SRX6809623	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076115	2019-09-06 00:46:52
Pacific Biosciences	SRX6809622	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076116	2019-09-06 00:46:52
Pacific Biosciences	SRX6809621	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076117	2019-09-06 00:46:52
Pacific Biosciences	SRX6809620	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076118	2019-09-06 00:46:52
Pacific Biosciences	SRX6809619	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076119	2019-09-06 00:46:52
Pacific Biosciences	SRX6809618	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076120	2019-09-06 00:46:52
Pacific Biosciences	SRX6809617	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076121	2019-09-06 00:46:51
Pacific Biosciences	SRX6809616	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076122	2019-09-06 00:46:51
Pacific Biosciences	SRX6809615	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076123	2019-09-06 00:46:51
Pacific Biosciences	SRX6809613	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076125	2019-09-06 00:46:51
Pacific Biosciences	SRX6809612	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076129	2019-09-06 00:46:51
Pacific Biosciences	SRX6809611	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076126	2019-09-06 00:46:51
Pacific Biosciences	SRX6809610	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076127	2019-09-06 00:46:51
Pacific Biosciences	SRX6809609	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076128	2019-09-06 00:46:51
Pacific Biosciences	SRX6809608	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076130	2019-09-06 00:46:51
Pacific Biosciences	SRX6809607	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076131	2019-09-06 00:46:51
Pacific Biosciences	SRX6809606	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076132	2019-09-06 00:46:51
Pacific Biosciences	SRX6809605	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076133	2019-09-06 00:46:51
Pacific Biosciences	SRX6809604	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076134	2019-09-06 00:46:51
Pacific Biosciences	SRX6809602	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076136	2019-09-06 00:46:51
Pacific Biosciences	SRX6809601	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076137	2019-09-06 00:46:51
Pacific Biosciences	SRX6809600	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076138	2019-09-06 00:46:51
Pacific Biosciences	SRX6809599	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076142	2019-09-06 00:46:51
Pacific Biosciences	SRX6809598	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076139	2019-09-06 00:46:51
Pacific Biosciences	SRX6809597	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076140	2019-09-06 00:46:51
Pacific Biosciences	SRX6809596	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076141	2019-09-06 00:46:51
Pacific Biosciences	SRX6809595	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076143	2019-09-06 00:46:51
Pacific Biosciences	SRX6809594	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076144	2019-09-06 00:46:51
Pacific Biosciences	SRX6809593	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076145	2019-09-06 00:46:51
Pacific Biosciences	SRX6809591	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076147	2019-09-06 00:46:51
Pacific Biosciences	SRX6809590	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076148	2019-09-06 00:46:51
Pacific Biosciences	SRX6809589	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076149	2019-09-06 00:46:51
Pacific Biosciences	SRX6809588	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076150	2019-09-06 00:46:51
Pacific Biosciences	SRX6809587	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076151	2019-09-06 00:46:51
Pacific Biosciences	SRX6809586	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076152	2019-09-06 00:46:51
Pacific Biosciences	SRX6809585	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076153	2019-09-06 00:46:51
Pacific Biosciences	SRX6809584	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076154	2019-09-06 00:46:51
Pacific Biosciences	SRX6809583	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076155	2019-09-06 00:46:51
Pacific Biosciences	SRX6809582	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076156	2019-09-06 00:46:51
Pacific Biosciences	SRX6809580	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076158	2019-09-06 00:46:51
Pacific Biosciences	SRX6809579	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076159	2019-09-06 00:46:51
Pacific Biosciences	SRX6809578	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076160	2019-09-06 00:46:51
Pacific Biosciences	SRX6809577	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076161	2019-09-06 00:46:51
Pacific Biosciences	SRX6809576	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076165	2019-09-06 00:46:51
Pacific Biosciences	SRX6809575	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076162	2019-09-06 00:46:51
Pacific Biosciences	SRX6809574	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076163	2019-09-06 00:46:51
Pacific Biosciences	SRX6809573	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076164	2019-09-06 00:46:51
Pacific Biosciences	SRX6809572	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076166	2019-09-06 00:46:51
Pacific Biosciences	SRX6809571	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076167	2019-09-06 00:46:51
Pacific Biosciences	SRX6809569	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076169	2019-09-06 00:46:51
Pacific Biosciences	SRX6809568	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076173	2019-09-06 00:46:51
Pacific Biosciences	SRX6809567	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076170	2019-09-06 00:46:51
Pacific Biosciences	SRX6809566	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076171	2019-09-06 00:46:51
Pacific Biosciences	SRX6809565	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076172	2019-09-06 00:46:51
Pacific Biosciences	SRX6809564	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076174	2019-09-06 00:46:51
Pacific Biosciences	SRX6809563	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076175	2019-09-06 00:46:51
Pacific Biosciences	SRX6809562	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076176	2019-09-06 00:46:51
Pacific Biosciences	SRX6809561	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076177	2019-09-06 00:46:51
Pacific Biosciences	SRX6809560	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076178	2019-09-06 00:46:51
Pacific Biosciences	SRX6809558	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076180	2019-09-06 00:46:51
Pacific Biosciences	SRX6809557	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076181	2019-09-06 00:46:51
Pacific Biosciences	SRX6809556	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076182	2019-09-06 00:46:51
Pacific Biosciences	SRX6809555	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076186	2019-09-06 00:46:51
Pacific Biosciences	SRX6809554	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076183	2019-09-06 00:46:51
Pacific Biosciences	SRX6809553	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076184	2019-09-06 00:46:51
Pacific Biosciences	SRX6809552	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076185	2019-09-06 00:46:51
Pacific Biosciences	SRX6809551	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076187	2019-09-06 00:46:51
Pacific Biosciences	SRX6809550	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076188	2019-09-06 00:46:50
Pacific Biosciences	SRX6809549	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076189	2019-09-06 00:46:50
Pacific Biosciences	SRX6809547	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076191	2019-09-06 00:46:50
Pacific Biosciences	SRX6809546	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076192	2019-09-06 00:46:50
Pacific Biosciences	SRX6809545	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076193	2019-09-06 00:46:50
Pacific Biosciences	SRX6809544	SRP220545	Humulus lupulus var. lupulus cultivar:Cascade Raw sequence reads	Humulus lupulus var. lupulus	SRR10076194	2019-09-06 00:46:50
Zhejiang University	SRX6805142	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071588	2020-02-21 22:40:06
Zhejiang University	SRX6805141	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071589	2020-02-21 22:40:06
Zhejiang University	SRX6805140	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071590	2020-02-21 22:40:06
Zhejiang University	SRX6805139	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071591	2020-02-21 22:40:06
Zhejiang University	SRX6805138	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071592	2020-02-21 22:40:06
Zhejiang University	SRX6805137	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071593	2020-02-21 22:40:06
Zhejiang University	SRX6805136	SRP220452	Diospyros oleifera Genome sequencing	Diospyros oleifera	SRR10071594	2020-02-21 22:40:06
